text,salary_benefits,training_learning,management_leadership,culture_environment,office_workspace,work_hours_workload,career_growth_opportunities,process_policies,hr_recruitment,project_technology,job_security,general,company,reviewer_id
"công_ty này đấu đá dữ lắm , giữa phe này với phe kia , tốt nhất là không nên vô",0,0,0,2,0,0,0,0,0,0,0,2,Thành Thành Công | TTC Group,49d6fe
"viết cho ai đang làm và cả những người có ý_định xin vào . ngày_trước mới ra trường chưa kinh_nghiệm nên vào lấy kinh_nghiệm , sếp cũ không phải hoàn_hảo nhưng không tệ . sau tái_cấu_trúc thì người giỏi sếp có tâm đi hết rồi , nên nếu bạn vô đây để làm sếp thì hả vô lý_do sếp ở đây lương cao mà méo phải làm_gì nhiều lại dc ưu_ái lắm , tư_nhân nhưng quản_lý kiểu gia_đình hơn nhà_nước nữa . có tiếng chứ không có miếng nào đâu .",2,0,3,2,0,0,2,2,0,0,2,2,Thành Thành Công | TTC Group,2f98c7
"công_ty này cũng là công_ty gia_đình thôi , vào làm nịnh nọt_bợ đít may_ra tồn_tại",0,0,2,2,0,0,0,0,0,0,0,0,Thành Thành Công | TTC Group,2bad89
"' phỏng_vấn vào [ COMPANY_] trụ_sở chính , sau khi phỏng_vấn thì được hr báo đậu và gửi offer . mình báo nhận offer chuẩn_bị để đi làm nhưng sau đó hr không liên_hệ gì thêm , có hỏi lại thì báo đang vướng_mắc sẽ trả_lời sau . và các bạn biết không , sau đó là không bao_giờ liên_hệ lại . đây là mình đậu đấy nhé . tự hỏi 1 công_ty tập_đoàn lớn , yêu_cầu ứng_viên đi phỏng_vấn , phỏng_vấn xong báo đậu và yêu_cầu ứng_viên xác_nhận offer , sau đó biệt_tích , không xem trọng_ứng_viên thì công_ty này như_thế_nào các bạn tự hiểu và xem_xét nhé . '",0,0,0,0,0,0,0,0,2,0,0,0,Thành Thành Công | TTC Group,2e1d08
"công_ty hòa đồng thân_thiện , mọi người giúp_đỡ lẫn nhau .",0,0,0,1,0,0,0,0,0,0,0,0,Thành Thành Công | TTC Group,ffb53b
"công_ty không chuyên_nghiệp . phỏng_vấn xong đậu rớt cũng không thấy báo , email thì không trả_lời , mặc_dù lúc mời phỏng_vấn thì nhiệt_tình lắm . nghe một người bạn làm ở đây và nói là tối họp đến 8 pm là bt nha .",0,0,0,0,0,2,0,0,2,0,0,2,Thành Thành Công | TTC Group,f66e18
một từ thôi thối nát . mới mới vào đây bị đám cũ nó dập cho bay nha .,0,0,0,2,0,0,0,0,0,0,0,2,Thành Thành Công | TTC Group,731185
"công_ty đúng nghĩa tư_nhân , gia_đình trị , trù_ép nhân_viên , không có chút chuyên_nghiệp gì , chỉ cần mất_lòng cấp cao thì cấp không thích , cho thôi_việc hay giáng cấp mà không có lý_do biên_bản hay cuộc họp hay đối_thoại nào với nld , ngay cả khi nld nghỉ_việc cũng bị làm khó_dễ , viện lý_do này nọ không hoàn_tất thủ_tục thôi_việc . hành_xử thiếu văn_minh , rất thiếu chuyên_nghiệp . công_ty luôn tạo_hình_ảnh đẹp , hào_nhoáng , luôn vì người lao_động , nhưng hành_xử thực_tế thì vô_cùng tệ , và hoạt_động của công_ty này rất bất_ổn . tránh xa_thể_loại công_ty này ra còn kịp .",0,0,2,2,0,0,0,2,0,0,2,2,Thành Thành Công | TTC Group,4.11E+58
"công_ty thẩm_mỹ_viện nên không chuyên về công_nghệ , không thoáng như các công_ty công_nghệ lớn làm_việc căng_thẳng ra_vào cũng nhắc , đi làm lúc 8 h sau 8 , . . mới vào làm thì xác_định làm 1 2 tháng mới có lương . cay nhất vẫn là vụ delay lương max_lầy của công_ty , ví_dụ những ngày cuối tháng 10 mới bắt_đầu tính trả . lương tháng 9 , trong khi ngày chốt công là 15 8 15 9 .",2,0,0,0,0,2,0,2,0,2,0,0,Thẩm Mỹ Ngọc Dung,5c0ceb
"mình chả thấy gì ngoài được ăn cơm trưa chiều ngon , còn việc mình mình làm mình cũng không để_ý lắm , lễ_tết thưởng đầy_đủ okila_nha mọi người .",1,0,0,0,0,0,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,152b0c
"' đây là một [ COMPANY_] lừa_đảo . bạn nào muốn sống lương_thiện thì tốt nhất không nên xin vào đây làm không thì sẽ dần bị biến_chất và bóc_lột cho cho kiệt_sức . mình dùng dịch_vụ không cái nào ra cái nào , bị lừa các bạn ạ ! trong quá_trình đến đấy mình thấy [ COMPANY_] này làm_ăn rất mờ_ám , máy_móc thì không phải chính hãng , nhân_viên thì tay_nghề không tốt . chẳng ai làm chân_mày cho khách mà phải tận 4 lần mới ưng cả ! không muốn biến mình thành người xấu thì né ra các bạn ơi ! '",0,2,0,2,2,2,0,2,0,0,0,0,Thẩm Mỹ Ngọc Dung,b1df98
"đích_thị là môi_trường cho một đám nịnh_thần đi lên bằng cái miệng chứ không phải năng_lực , chị x năng_lực hạn_chế nhưng giỏi gọi_dạ bảo_vâng nên lên được tới tp , nhiều khi lỗi do chị mà chị đổ cho nhân_viên hết hồn hồi còn làm ở đó cũng một lần bị chị phản_dame hú_hồn cái lol còn nguyên , , , môi_trường nhìu hứa_hẹn với những đứa giỏi_bợ đít",0,0,2,2,0,0,2,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,330df1
"nội_bộ sai_phạm xong lòi ra cả mớ người bị đuổi bớt đâm_chọt bên ngta lại nha , kẻo_nghiệp quật á",0,0,0,2,0,0,0,0,0,0,2,0,Thẩm Mỹ Ngọc Dung,4749b5
"chức cao toàn cocc , công_ty kiểu gia_đình , thích nịnh_bợ , nịnh được là có lương mặc_dù chả có gì mà làm",2,0,2,2,0,0,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,e6ec98
"né gấp cái phòng sales công_ty này vì anh giám_đốc nửa đực nửa cái thiên_vị cho các chú gà của ảnh trơ_trẽn xin nhấn_mạnh là trơ trẽn cực_độ nha , một nhóm chia_chác ăn_dọng đã đời với nhau , team mình có ngày gọi khách đến 8 9 h đêm lương 11 12 tr còn gà của anh toàn 20 đổ lên không à mình đã nghỉ lập_tức sau khi biết sự_thật thối_nát bên trong , hy_vọng anh giám_đốc lại cái sớm ói ra lại những gì anh đã ăn của nhân_viên , dơ",2,0,2,2,0,2,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,3e3423
ôi trời cái bà tổng_giám_đốc chỉ biết chửi_chửi và chửi ngoài_ra không làm gì . suốt ngày ép nhân_viên làm_việc chạy số trong khi mình không làm,0,0,2,2,0,2,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,36101a
"sếp công_ty này thjk nịnh_bợ . ai công_khai khen_sếp , khen công_ty trên mxh auto dc ưu_ái dv ngày xuống_cấp , toàn hàng tàu , kem trộn . dùng hình_ảnh qc lừa_đảo khách_hàng",0,0,2,2,0,0,0,2,0,0,0,0,Thẩm Mỹ Ngọc Dung,3fa2f9
"một công_ty chuyên quảng_cáo khắp_nơi , làm nổi công_ty bằng quảng_cáo chứ không phải chất_lượng dịch_vụ . giám_đốc hay phó giám_đốc kêu cho sang mồm chứ toàn mấy đứa ất_ơ , miễn_sao bán được hàng , lừa được tiền mấy bà khách là auto giám_đốc hết . lừa_đảo",0,0,2,2,0,0,0,0,0,0,0,2,Thẩm Mỹ Ngọc Dung,e419fc
"cô thư_ký của ông gđ sales phải nói siêu_nịnh_bợ , nịnh ổng không biết ngượng cả mồm đọc mấy câu nịnh khen ổng mà nổi da_gà . mà tự_ti với năng_lực của mình nên mới nịnh bằng mọi cách để trụ lại . cấu_trúc phòng_ban thì ôi thôi_nguyên đám nịnh thần_chơi với ông giám_đốc phòng sales là tay_chân của ổng , cỡ nào cũng bênh và thiên_vị , ổng nói gà thì đố ông_bà nịnh_thần nào dám nói vịt thấy hèn_hèn_sao đó , chỉ_tội những người làm được_việc không biết nịnh nhưng bị nguyên đám bè_phái đó dùng tay che cả trời . công_ty chế_độ tốt nhưng bộ_máy có vấn_đề , ai thân ai nịnh người đó giỏi , tiếc nhưng cũng phải dứt áo ra đi sau 9 tháng .",1,0,2,2,0,0,0,2,0,0,0,0,Thẩm Mỹ Ngọc Dung,411cc2
"công_ty trả lương max lầy không tôn_trọng ý_kiến nhân_viên , làm tháng này đến cuối tháng sau mới có lương mà cũng không nhận được thông_báo cụ_thể hôm nào có .",2,0,2,0,0,0,0,2,0,0,0,0,Thẩm Mỹ Ngọc Dung,3bc03b
"rất tởm ông giám_đốc sales ở đây , trai không ra trai_gái không ra gái đã vậy nguyên_bè lũ tay_chân của ổng ăn từ dưới lên trên thiên_vị nhau một_cách rõ_ràng trắng_trợn , chừng nào còn ổng và bà phó giám_đốc thì công_ty còn thối nát",0,0,2,2,0,0,0,0,0,0,0,2,Thẩm Mỹ Ngọc Dung,8611fa
"một nhóm lợi_ích đang tồn_tại trong phòng kinh_doanh của công_ty này , lớn ăn kiểu lớn_nhỏ ăn kiểu nhỏ , quyền_lợi nhân_viên bị ảnh_hưởng nặng_nề",0,0,0,2,0,0,0,2,0,0,0,0,Thẩm Mỹ Ngọc Dung,ffd656
"bà phó giám_đốc không có năng_lực nhưng lên được tới đó nhờ nhịn_nhục nghe ông gđ_sales chửi_bới , phục",0,0,2,2,0,0,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,617bcf
"sếp tốt nhưng cách quản_lý của anh giám_đốc thối_nát khi ưu_tiên những người chơi chung_hội , thiên_vị trắng_trợn gây bất_bình ai cũng biết nhưng chẳng_qua vì miếng_cơm_manh_áo mà phải giả lơ_thôi , nghe nói chị gì mới được lên làm phó giám_đốc cũng một tay anh bổ_nhiệm mà tính chị này hồi còn làm_việc chung mình biết thừa vì chị thường_xuyên không nhận trách_nhiệm và đổ_thừa chửi_bới cấp dưới chừng nào anh giám_đốc đi thì nội_bộ công_ty này mới thoải_mái được chứ ảnh tưởng nhân_viên là gà ảnh đi lùa gà không",0,0,2,2,0,0,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,36b7f9
"công_ty trả lương max_lầy , lúc phỏng_vấn bảo 15 hàng tháng mà bây_giờ lương tháng này có_khi 26 27 tháng sau mới có , 2 tháng nhận lương 1 lần",2,0,0,0,0,0,0,2,0,0,0,0,Thẩm Mỹ Ngọc Dung,e1962b
"nịnh_bợ và kéo bè kéo cánh đã là văn_hóa của giám_đốc sales và đám chơi chung với anh ấy , giới lgbt_toàn dễ_thương dễ gần ngoại_trừ anh gđ ở đây",0,0,2,1,0,0,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,d6b84d
"một nhóm ăn_chia dơ_bẩn đang tồn_tại trong công_ty này là anh giám_đốc và bè lũ tay_sai của ảnh , né gấp",0,0,2,2,0,0,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,6913c5
rất sợ cách làm_việc của chị phó gđ lật_lọng hai mặt,0,0,2,0,0,0,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,c20d91
"chị pgđ nịnh và bợ a_gđ vô_đối , nói_chung nguyên_hội nịnh_bợ để hưởng lương .",0,0,2,2,0,0,0,0,0,0,0,0,Thẩm Mỹ Ngọc Dung,12c6a0
"đi tuyển_dụng vị_trí thiết_kế bắt chờ 1 tiếng đồng_hồ mà_còn gặp 4 người khác cũng hẹn cùng giờ phỏng_vấn vừa vô phỏng_vấn thì ông này tỏ_vẻ khinh_người gì đâu qua nụ cười khi vừa nghe mình học nghề . mỗi lần mình trả_lời câu_hỏi thì tỏ_vẻ không hài_lòng không phải vì trả_lời sai hay mình vô_duyên nhưng không dám bắt bẻ mình vì trước đó mình hỏi nếu vậy thì anh trả_lời như_thế_nào thì kêu không biết đã vậy một anh đi hơn 20 km chỉ để nghe câu anh không tuyển ai chỉ biết pts , ai trong khi tuyển_dụng không hề đòi_hỏi gì hơn 2 phần_mềm trên .",0,0,2,0,0,0,0,2,2,0,0,0,Thẩm Mỹ Viện Mailisa,568ffe
văn_hóa công_ty rất nhảm nhí,0,0,0,2,0,0,0,0,0,0,0,0,Thẩm Mỹ Viện Mailisa,9a8abc
tham_gia quay video content là được thưởng,1,0,0,0,0,0,0,0,0,0,0,0,Thẩm Mỹ Viện Mailisa,cc0952
"nói_chung quy_trình phỏng_vấn nhẹ_nhàng 1 vòng chị phỏng_vấn technical dễ_chịu lần đầu_tiên thấy nữ phỏng_vấn technical , kiến_thức cứng về lương thì như range đăng trên it việc , cũng tương_đối tốt so với mặt_bằng chung và như được chị phỏng_vấn chia_sẻ thì sẽ không phải OT_cái này mình thích đây rất tiếc mình đã xuống tay accepted offer 1 công_ty khác rồi nên không có cơ_hội làm_việc tại đây",1,0,1,0,0,1,0,0,1,0,0,0,Timo,2c4c5e
"công_ty bạc bẽo_nha mọi người biết là công_ty đang cắt_giảm nhưng có_thể nào dựa vào performance dc không , cắt gì mà chả có ai xét performance , muốn cắt là cắt , chả có plan hay đo resource để xem task bao_nhiêu , g giờ thì kham không nổi phải tuyển lại vị_trí đó",0,0,2,0,0,0,0,2,0,0,2,0,Timo,1ca7ea
"con mẹ hr công_ty này có vấn_đề hay sao ấy , công_ty không đuổi con này thì cái dàn nhân_viên càng_ngày_càng thối_nát thôi sợ thì thôi đừng hỏi . làm_việc thì cảm_tính cửa trên làm cái chức_quèn không biết kiếm được bao_nhiêu tiền một tháng mà cái mặt lúc_nào cũng vênh vênh chả sợ trời chả sợ đất gì hết",0,0,0,2,0,0,0,0,2,0,0,0,Tin Học Ngôi Sao,aa8086
"công_ty gia_đình , trưởng các bộ_phận siêu giả_tạo , chỉ muốn được_cái này cái kia . trợ_lí giám_đốc với trưởng bộ_phận vẽ này vẽ kia đục_khoét moi tiền công_ty rồi ăn_chia với nhau , còn giám_đốc thì như bù nhìn . đi làm toàn nói_xấu đổ thừa_drama giữa các phòng_ban , chia phe_cánh chọn sai là bạn chấm_hết , nội_bộ lẫn nhau tươi_cười nhưng bằng mặt không bằng_lòng , sau lưng nói_xấu khinh_thường nhau ối giồi ôi .",0,0,2,2,0,0,0,0,0,0,0,0,Tin Học Ngôi Sao,20f313
"bộ_phận nhân_sự [_COMPANY ] thật_sự rất có vấn_đề , giả_tạo vô_cùng . chuyên_tuyển mấy đứa non_non dễ lừa thôi , nhưng phải có kinh_nghiệm mới chịu , tiêu_chuẩn kép . phỏng_vấn là trao_đổi ý_kiến cả 2 bên mà nói gì không vừa_ý là nhảy vào họng ngta_cãi . hẹn 9 h sáng phỏng_vấn mà đến đợi gần 1 tiếng đồng_hồ , xong phỏng_vấn 3 4 người vào như đi chợ lựa rau , thái_độ hr rất kém chả_trách sao [ COMPANY_] toàn phốt",0,0,0,2,0,0,0,2,2,0,0,0,Tin Học Ngôi Sao,0614a4
"mình apply bên này hình_như tận cả tháng , xong 1 ngày đẹp trời hr gọi hẹn lên phỏng_vấn . mình bảo do thời_gian apply lâu quá r nên không nhớ jd ra sao , hr bảo để chị add zalo_e gửi nha xong im_ru . mình chủ_động add zalo lại thì không rep luôn , ủa v té_ra gọi cho đủ kpi hay gì á_trời hr làm_ăn thiếu chuyên_nghiệp vl",0,0,0,0,0,0,0,0,2,0,0,0,Tin Học Ngôi Sao,9d35ba
"chưa có được làm_việc ngày nào hết , vừa lên công_ty để đọc hợp_đồng nhận việc . mình cảm_thấy hợp_đồng chưa được rõ_ràng về khoản lương_thưởng nên có vào để hỏi hr thêm thì bà chị hr thái_độ ra_mặt , bảo mình là đến thăm_dò công_ty hay gì ? . ủa mắc cười thật_sự xong còn đuổi mình về . vãi chưởng chả_trách 1 vị_trí mà tìm_kiếm ứng_viên mấy tháng không được thì_ra con mẹ hr nó có vấn_đề .",2,0,0,0,0,0,0,2,2,0,0,0,Tin Học Ngôi Sao,494313
"con mẹ hr cứ như tỷ năm không được trai phang , mặt_mũi đến tính_cách giao_tiếp hãm vãi cả lol . bọn ngu ngốc",0,0,0,0,0,0,0,0,2,0,0,0,Tin Học Ngôi Sao,0734f9
"cơ_sở bên quận 11 của [_COMPANY ] giải_thể , tụi nó đẩy người bên đấy qua các chi_nhánh khác , cái bên nhân_sự không sắp_xếp được nhân_lực , mới làm được 2 tháng thử việc nó đuổi mình đi luôn , đến ạ",0,0,0,0,0,0,0,0,2,0,2,0,Tin Học Ngôi Sao,7be238
"hôm phỏng_vấn cực_kỳ_tệ , mọi người né đừng để mất thời_gian , mình phỏng_vấn đâu_đó gần 3 tiếng đồng_hồ , chủ_yếu ngồi nghe ứng_viên và người phỏng_vấn hỏi_đáp , trong buổi phỏng_vấn còn cho điểm rồi đánh_giá hạ_bệ ứng_viên .",0,0,0,0,0,0,0,0,2,0,0,0,Tin Học Ngôi Sao,4cd360
"chưa có cơ_hội làm ở [ COMPANY_] nhưng bp tuyển_dụng mình cảm_giác khá tệ . mình nộp cv qua mail và có cuộc hẹn đi phỏng_vấn . mình sắp_xếp công_việc để tham_gia buổi phỏng_vấn và ngồi chưa nóng_đít khoảng 5 phút thì chị phỏng_vấn nhìn cv và bảo em không hợp . mình ok không sao hết vì mình chưa đủ tiêu_chuẩn công_ty . cơ mà nếu chỉ đọc cv và phán như_vậy thì tại_sao lúc gửi mail bên nhân_sự không check và duyệt lại tiêu_chuẩn , năng_lực ứng_viên . hẹn ứng_viên lên phỏng_vấn như hẹn chạy kpi , làm mất_công_ăn_việc_làm cả buổi sáng . mô_tả công_việc thì 1 đằng , lúc lên trao_đổi thì bảo em không hợp vì bên chị yêu_cầu cao hơn ? cái jd để trưng_hả trời ! nói_chung không ham lắm cách làm_việc như_vậy . dù chỉ là nhân_viên đi tìm việc nhưng cũng_nên tôn_trọng 1 chút .",0,0,0,0,0,0,0,2,2,0,0,0,Tin Học Ngôi Sao,9addda
"công_ty tệ nhất là ông tổng_gđ , không biết cách qly . ở đây các quản_lý không biết qly nvien , đều bị ông ceo làm cho toán_loạn lên , không ai nói được ai . ở đây chỉ phù_hợp cho sinh_viên vào thực_tập , ng đã có kinh_nghiệm thì không nên vào , sẽ rất chán và cảm_thấy tốn tgian rồi cũng sẽ đi thôi .",0,0,2,0,0,0,2,0,0,0,0,2,Tinh Van Consulting,75622a
"môi_trường tốt để học_hỏi , vì toàn tuyển đứa chưa có kinh_nghiệm vào bắt làm dự_án thì chả_thế , tự nó phải học để mà làm không thì không thọ được . mỗi tội quản_lý , tgđ chán_vl . đéo hiểu tư_duy quản_lý kiểu gì . lương thấp nữa . nói_chung đứa nào vừa ra trường nên vào đây học sẽ được nhiều , đi chỗ khác người ta thích lắm còn người có kinh_nghiệm thì đừng vào , lương thấp lắm , thưởng chẳng có nhiều đâu",2,3,2,0,0,0,0,0,0,0,0,0,Tinh Van Consulting,97c6a4
"em nào sinh_viên thì vào thực_tập rồi thử việc , vừa học việc vừa training được sức chịu_đựng sếp . ở đây thì nói_chung là ngoài sếp mình ra thì còn nhiều sếp lắm . giờ còn có qa mỗi bộ_phận có 1 qa éo hiểu để làm_gì đặc_biệt chú_ý sếp tgđ tránh tiếp_xúc thì càng tốt . vào làm vài tháng có cơ_sở căn_bản rồi té là vừa . đừng mơ kiếm tiền tốt ở đây , không có chuyện đó đâu",2,2,2,0,0,0,2,2,0,0,0,0,Tinh Van Consulting,8c861d
né dùm ! vào hơn 3 năm mà chưa bao_giờ nhận đủ lương tháng 13 . tiền performance thì nhận trước 50 của 6 tháng trước . bác nào nghỉ_phát là mất_toi 50 còn lại .,2,0,0,0,0,0,0,0,0,0,0,0,Tinh Van Consulting,97bb35
công_ty có tình người . dịch dã cũng không cắt_giảm lương của nhân_viên .,1,0,0,1,0,0,0,0,0,0,1,0,Tinh Van Consulting,bf5d75
[ COMPANY_] là môi_trường học_tập tốt . cảm_ơn các anh_chị .,0,1,0,1,0,0,0,0,0,0,0,0,Tinh Van Consulting,a4911b
công_ty có quả ban công_tầng 9 cực đẹp . chiều_chiều ra làm_cốc cà_phê ngắm mây thì tuyệt_cmn vời .,0,0,0,1,1,0,0,0,0,0,0,0,Tinh Van Consulting,792ca2
các anh_chị bộ hỗ_trợ rất nhiệt_tình em_út .,0,0,0,1,0,0,0,0,0,0,0,0,Tinh Van Consulting,54e7a4
"mới vào đã thấy nhân_sự nói_xấu nhau , sếp thì như bù nhìn , không giúp_ích được gì cho công_ty , ôi nói_chung toàn giả_tạo từ sếp đến nhân_viên , ảo ma tốt nhất anh_em đừng vào",0,0,2,2,0,0,0,0,0,0,0,2,Tinh Van Consulting,66951a
"ceo vừa là techlead , đi phỏng_vấn gặp sếp chửi nhân_viên như con",0,0,2,0,0,0,0,0,2,0,0,0,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,368e9c
"lương fake nhé anh_em , văn_phòng chả có gì nổi_bật .",2,0,0,0,2,0,0,0,0,0,0,0,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,e1d60d
"lương max si_đa , đi làm thì OT như cơm_bữa",2,0,0,0,0,2,0,0,0,0,0,0,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,72d3d5
"môi_trường tốt để phát_triển , học_hỏi được nhiều kỹ_năng làm mobile_app , văn_phòng chỉn chu",0,1,0,1,1,0,1,0,0,1,0,0,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,da74cc
"né gấp còn kịp . công_ty có thằng ceo làm tech lead coi_thường ứng_viên , còn nhỏ hr hình_như là vợ hay bồ của ceo mà con_nhỏ đó có biết gì đâu . né gấp còn kịp",0,0,2,0,0,0,0,0,2,0,0,0,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,ae12cd
công_ty tào_lao nhất từng gặp,0,0,0,0,0,0,0,0,0,0,0,2,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,ef710d
"công_ty làm_việc rất thiếu chuyên_nghiệp , hr không tôn_trọng , khinh thường ứng_viên , thằng tech lead thái_độ y_chang không khác_gì lần đầu phỏng_vấn đúng công_ty hãm l thế_này luôn",0,0,2,0,0,0,0,2,2,0,0,2,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,0dbcd1
"quá tệ , đi phỏng_vấn mà bị khinh ra gì .",0,0,0,0,0,0,0,0,2,0,0,0,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,671741
"hr ứng_xử rất bố_láo , ai được gọi phỏng_vấn nên né , đi phỏng_vấn tốn tg còn mất 5 k gửi xe",2,0,0,0,0,0,0,0,2,0,0,0,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,1175ea
ai có ý_định vào đây thì né gấp anh_em ơi,0,0,0,0,0,0,0,0,0,0,0,2,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,744fb9
"công_ty bé như cái lỗ mũi mà phỏng_vấn khinh người , con hr thì đã xấu còn đóng vai_ác cũng thằng lead nữa , phí thời_gian , mọi người nên né ra",0,0,2,2,0,0,0,0,2,0,0,2,Tnhh Tư Vấn Giải Pháp Phần Mềm Bmd,00c996
"lần này lại không thấy cho ông qc manager nghỉ_nhỉ , thấy vẫn sống khỏe_vl .",0,0,2,0,0,0,0,0,0,0,0,0,TopCV,f866be
"môi_trường bên này trẻ_trung , lương lậu các thứ theo tôi là oke",1,0,0,1,0,0,0,0,0,0,0,0,TopCV,7ace98
"mình thì chưa đi làm ở đây , mới đi phỏng_vấn thôi , vị_trí marketing . phỏng_vấn vẫn mình có 2 bạn , 1 người là trưởng phòng digital , 1 người tp seo . mình thực_sự không muốn để [ COMPANY_] 1 sao đâu nhưng thái_độ của 2 người phỏng_vấn thực_sự quá_tệ . mình không biết mình đã làm sai cái gì hay có gì không ưng_ý ở mình nhưng chưa phỏng_vấn được câu nào mà mặt_mày cau có , khó_chịu . bản_thân mình cũng là người có kinh_nghiệm chứ không phải fresher hay gì mà tỏ thái_độ trịch_thượng như_vậy . chưa hết , hr sau khi phỏng_vấn xong cũng không hề thông_báo kết_quả hay như_thế_nào . thực_sự 1 công_ty làm về tuyển_dụng , lúc_nào cũng nói 3 cái văn_vở về tuyển_dụng mà đến trải_nghiệm nói thật là quá tệ . mình còn được biết bên này ngay khi sát tết còn lay_off 1 vài nhân_sự để không thưởng tết . tệ hết chỗ nói .",2,0,2,0,0,0,0,0,2,0,2,0,TopCV,f2e199
công_ty không chuyên_nghiệp từ hr cho đến quản_lý,0,0,2,0,0,0,0,0,2,0,0,0,TopCV,7f53b7
môi_trường làm_việc khá chuyên_nghiệp,0,0,0,1,0,0,0,0,0,0,0,0,TopCV,ec6d03
"môi_trường trẻ trung_năng_động , cực_kỳ phù_hợp cho những người chưa có nhiều kinh_nghiệm làm_việc . lãnh_đạo phóng_khoáng , khuyến_khích đổi_mới sáng_tạo .",0,1,1,1,0,0,0,0,0,0,0,0,TopCV,39b359
"chị hr hẹn 3 ngày trả kq phỏng_vấn , xong_biệt tăm_biệt_tích . lúc đầu thì săn_đón , sau ấy thì phũ phàng chả_thèm nhắn lại kết_quả . hz mang tiếng [ COMPANY_] mà làm_việc chả_chút chuyên_nghiệp gì cả",0,0,0,0,0,0,0,0,2,0,0,0,TopCV,dc6af0
"công_ty đẹp , ấn_tượng hr",0,0,0,0,1,0,0,0,1,0,0,0,TopCV,3275
1 vài leader miền nam không có năng_lực quản_lý .,0,0,2,0,0,0,0,0,0,0,0,0,TopCV,4ca324
"chời , cái ông không có __gđkd mới về , lại ra cái yêu_sách mới gọi 100 phút 1 ngày , không còn thời_gian mà làm_việc khác , ngày nào đi làm về cũng trong tình_trạng mệt_mỏi , sợ đi làm",0,0,2,0,0,2,0,0,0,0,0,0,TopCV,df781d
"không nên vào công_ty này , rất tệ",0,0,0,0,0,0,0,0,0,0,0,2,Toprate,8cf387
"bán nhân_sự là chính , vớ_vẩn lắm",0,0,0,0,0,0,0,0,0,0,0,2,Toprate,b1f9d7
"công_ty gì toàn bán người đi onsite , lương thấp , phúc_lợi ít gần như không có . môi_trường làm_việc nhàm_chán , truyền_thông nội_bộ không có , thiếu tính gắn_kết nhân_viên . nói_chung là chán , anh_em nên né được mỗi cái vp đẹp .",2,0,0,2,1,0,0,2,0,2,0,2,Toprate,22100000
"có cc được đi du_lịch 2 lần 1 năm ấy , review lương thì giảm từ 2 lần còn 1 lần . đi du_lịch toàn đi chỗ vớ vẩn",2,0,0,0,0,0,0,0,0,0,0,0,Toprate,e781ae
"công_ty tạm tạm , làm mãi_đéo tăng lương , kêu du_lịch 2 lần đéo thấy",2,0,0,0,0,0,0,0,0,0,0,3,Toprate,2e061d
"công_ty giờ càng_ngày_càng nghèo sắp sập đến_nơi rồi , thương các sếp",0,0,0,0,0,0,0,0,0,0,2,2,Toprate,8bb396
"công_ty [_COMPANY ]_dạo này tuyệt_vời , không hề có cọc đâu , đừng nghe những bạn bịa chuyện trên mạng",0,0,0,1,0,0,0,0,0,0,0,1,Tora Tech Joint Stock Company,c82030
"công_ty gia_đình , truyền_thống ăn cháo đá bát , không nịnh_bợ được sếp thì cút .",0,0,2,2,0,0,0,0,0,0,0,0,Tora Tech Joint Stock Company,43a6ac
"không biết thằng đàn_bà ở hồ chí_minh còn làm không ta , làm_việc bị ghét từ trên xuống dưới , thích làm theo ý mình , sống sao mà ai cũng ghét thất_bại của 1 con_người",0,0,0,2,0,0,0,0,0,0,0,0,Tora Tech Joint Stock Company,853909
"né văn_phòng sài gòn ra nha , làm_việc với thằng đàn_bà bị soi_mói từng li từng tí , đúng là 1 tay che trời",0,0,2,2,0,0,0,0,0,0,0,0,Tora Tech Joint Stock Company,db9111
"đang định_apply vào chi_nhánh sg nhưng thấy lời ra tiếng vào nhiều quá , người lãnh_đạo có_vẻ không ổn và không biết cách cư_xử . đang suy_nghĩ_lại . muốn làm được_việc trước_hết phải_biết làm người",0,0,2,2,0,0,0,0,0,0,0,0,Tora Tech Joint Stock Company,1fe242
"thằng sài gòn khó ưa , kỹ_thuật không biết một cái gì",0,0,2,2,0,0,0,0,0,0,0,0,Tora Tech Joint Stock Company,6a83bc
